"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-LEPBI_RS09900",21.6285083676997,1.0653050571966,0.368803911709375,2.88854055874571,0.00387034112207656,0.206521498646719
"gene-LEPBI_RS09910",34.3292165537107,0.897189605469814,0.311106609724294,2.8838654577764,0.00392826544953008,0.206521498646719
"gene-LEPBI_RS12080",173.654974045679,-1.74760690650276,0.606442748078102,-2.88173436328682,0.00395492995613106,0.206521498646719
"gene-LEPBI_RS16385",21.8249175050434,1.12423370518925,0.387796332416149,2.89903129868393,0.00374317526479495,0.206521498646719
"gene-LEPBI_RS16650",42.1469512467029,0.829908261949401,0.287901630527526,2.882610495914,0.00394394784811609,0.206521498646719
"gene-LEPBI_RS01305",72.9779245777071,-0.858434039081177,0.29979302342527,-2.8634223347601,0.0041909154175232,0.2154775280825
"gene-LEPBI_RS00735",11.2553586319709,-1.55200485962569,0.545889384694377,-2.84307572768537,0.00446804529029849,0.219526108664113
"gene-LEPBI_RS11505",337.133431730768,0.587566610439721,0.206530709412018,2.84493580694363,0.00444203740832935,0.219526108664113
"gene-LEPBI_RS11595",361.81192553515,-0.436977462853349,0.153945827963904,-2.83851448677004,0.0045324061932447,0.219526108664113
"gene-LEPBI_RS12600",40.4870884854889,0.960265255685831,0.337955063308306,2.84139922712094,0.00449160449118314,0.219526108664113
"gene-LEPBI_RS17795",78.4212211021075,-1.0758547770156,0.381490341851371,-2.82013634157677,0.00480032488731674,0.229181225334465
"gene-LEPBI_RS05780",52.7323799086742,-1.7413182580733,0.61995372633899,-2.80878746927823,0.00497284633137828,0.234073978020651
"gene-LEPBI_RS08480",413.329305393808,0.844761413163724,0.301667231482727,2.80030883371598,0.00510537365756592,0.23592046210662
"gene-LEPBI_RS14610",80.0763087994337,0.650873033798073,0.23267951218436,2.79729413083162,0.00515325964505783,0.23592046210662
"gene-LEPBI_RS10550",414.784944723542,-0.618141613685815,0.222301482079361,-2.78064549054666,0.00542509442458926,0.245008994148342
"gene-LEPBI_RS00090",63.6807952862151,0.996832306644632,0.36010782886327,2.7681495006406,0.00563755884760781,0.251209622249404
"gene-LEPBI_RS03570",524.882059827247,-0.490573697562271,0.177836994308293,-2.75855819240752,0.00580569673786626,0.252349979683208
"gene-LEPBI_RS12145",39.9018002473426,1.04825106199347,0.380065278224837,2.75808162979138,0.00581416769467594,0.252349979683208
"gene-LEPBI_RS18040",111.046472587921,-0.64189968755129,0.234060892796725,-2.7424474028165,0.00609832155931582,0.261289623733762
"gene-LEPBI_RS17970",2001.20276499488,-1.14857507574908,0.419733296770824,-2.73644022188739,0.00621078779857191,0.262739909149713
"gene-LEPBI_RS07960",192.285734438872,-0.666522629542245,0.247273786583938,-2.69548438089693,0.00702863729340262,0.293621322931895
"gene-LEPBI_RS05190",335.258127522989,-0.960018417726605,0.359388263632364,-2.67125700773762,0.00755677630894296,0.309036340576483
"gene-LEPBI_RS13925",1083.1284077,-1.06949222909556,0.400541981217116,-2.67011269541764,0.0075825792720741,0.309036340576483
"gene-LEPBI_RS03970",86.161936619717,0.639846412560798,0.243438396784905,2.62837095959907,0.00857948991380359,0.31165929665143
"gene-LEPBI_RS05185",1309.22617440208,-0.633988663790955,0.241060977532868,-2.6299929183043,0.00853866468527548,0.31165929665143
"gene-LEPBI_RS05505",197.263237661585,-1.14280715661826,0.433051532479514,-2.63896342792026,0.00831599516294383,0.31165929665143
"gene-LEPBI_RS07860",310.803727133084,-1.10390190525834,0.416614071119558,-2.64969904230994,0.00805635010804594,0.31165929665143
"gene-LEPBI_RS08985",64.683694081511,0.666087405704271,0.252751179210073,2.63534836033605,0.00840509719268907,0.31165929665143
"gene-LEPBI_RS11960",116.169871224839,0.660746607280827,0.250170686026458,2.64118317687687,0.00826170376821898,0.31165929665143
"gene-LEPBI_RS13320",77.1034167934503,-1.25564316874968,0.476290850892223,-2.63629495800207,0.00838168387220745,0.31165929665143
"gene-LEPBI_RS15045",272.882552598075,-0.573680198783009,0.216509121433142,-2.64968143136714,0.00805677002426358,0.31165929665143
"gene-LEPBI_RS15130",31.1194479495447,1.12638205225855,0.427469523226442,2.63499966911529,0.0084137365173009,0.31165929665143
"gene-LEPBI_RS16540",160.848696679109,-1.03427596113681,0.391187391798952,-2.64393991938361,0.00819472003617636,0.31165929665143
"gene-LEPBI_RS06915",354.696335009544,-0.566370265847128,0.216108671965875,-2.6207660280128,0.00877324504595613,0.315270805845004
"gene-LEPBI_RS00850",793.443921111685,-0.395406070465263,0.151180509515525,-2.61545665993842,0.00891082292083132,0.316808193632109
"gene-LEPBI_RS07965",653.375334997115,-0.670035481519954,0.256540997105335,-2.6118066472036,0.00900651759154738,0.316839808325804
"gene-LEPBI_RS01340",388.372789507359,-0.80306788773852,0.309915604321595,-2.5912470251262,0.00956288207690507,0.323857953090726
"gene-LEPBI_RS06230",273.62299464516,-0.496075169960478,0.191394413892749,-2.59189994039461,0.00954475277436547,0.323857953090726
"gene-LEPBI_RS09250",327.581962563532,-0.495392224941051,0.191260650644401,-2.59014189940252,0.00959363774864808,0.323857953090726
"gene-LEPBI_RS09905",68.8681906389561,0.722938627291533,0.278447426592232,2.59632001681318,0.00942282580118967,0.323857953090726
"gene-LEPBI_RS05795",499.80006227204,-1.04735570215198,0.411907349958415,-2.54269728922709,0.0110000481676363,0.340390379409633
"gene-LEPBI_RS09405",82.9704761742686,-0.821341893510474,0.322866969764901,-2.54390188661461,0.0109621871034869,0.340390379409633
"gene-LEPBI_RS09485",271.389962067808,-0.620984793739325,0.243855102072191,-2.54653188907029,0.0108799270361006,0.340390379409633
"gene-LEPBI_RS09950",127.220636215723,0.64069219210491,0.250365641898847,2.5590260198872,0.0104965884589484,0.340390379409633
"gene-LEPBI_RS10275",786.570090539297,-1.04242026301408,0.40904872681586,-2.54840119202558,0.0108217938059318,0.340390379409633
"gene-LEPBI_RS11370",33.3548490112895,1.19607727603781,0.467955408270468,2.55596421133037,0.0105894009498034,0.340390379409633
"gene-LEPBI_RS12285",84.4649752244559,0.714911572294376,0.280065812487624,2.5526556274196,0.0106905137917672,0.340390379409633
"gene-LEPBI_RS14220",37.8580413065143,-1.1920548437116,0.466958568578897,-2.55280644563263,0.0106858860639079,0.340390379409633
"gene-LEPBI_RS14640",1239.77430946362,-0.841571113072249,0.330471039924817,-2.54658052113646,0.0108784111236942,0.340390379409633
"gene-LEPBI_RS05820",103.472464112137,-0.955355236665103,0.376398778670664,-2.5381464840007,0.011144132841767,0.341685247313625
"gene-LEPBI_RS02185",21.524409082433,0.979987517594083,0.387362527957764,2.52989756846314,0.0114095830340953,0.343717740264704
"gene-LEPBI_RS13530",58.2210517712581,-0.675987031682326,0.26722059278634,-2.52969662492599,0.0114161188418259,0.343717740264704
"gene-LEPBI_RS06325",57.2381482736312,-0.741444642397997,0.295347190533798,-2.51041711640439,0.0120588626890127,0.343883714622174
"gene-LEPBI_RS09970",148.922932841491,0.583923186369919,0.232368117687551,2.51292299555088,0.0119735467146343,0.343883714622174
"gene-LEPBI_RS11010",31.7387658039282,0.755360513443457,0.301152488634812,2.50823267929037,0.0121336738765354,0.343883714622174
"gene-LEPBI_RS12670",1215.06991358267,-0.572651981378024,0.228602722785778,-2.50500945220435,0.0122448121005502,0.343883714622174
"gene-LEPBI_RS13100",101.578169395497,0.601640960627188,0.239067926434495,2.51661094652126,0.0118489588140656,0.343883714622174
"gene-LEPBI_RS15235",60.6587992622599,-0.653064524954481,0.259116112432852,-2.52035475070551,0.0117236612559799,0.343883714622174
"gene-LEPBI_RS16245",1241.0773616151,-0.930731751149076,0.371165777551709,-2.50759042842901,0.0121557473708056,0.343883714622174
"gene-LEPBI_RS17935",230.310847896883,-0.467548438662078,0.185309699496457,-2.52306511711233,0.0116336856217861,0.343883714622174
"gene-LEPBI_RS05430",80.1741767076302,-2.33624250488956,0.940688548883412,-2.48354517301465,0.0130081834572456,0.347786792912918
"gene-LEPBI_RS05500",67.4508908129547,-1.13202751850862,0.455407781346451,-2.48574478714809,0.0129280641726296,0.347786792912918
"gene-LEPBI_RS06710",716.537539515275,-0.793237231933261,0.319162254734281,-2.48537294171477,0.0129415776229435,0.347786792912918
"gene-LEPBI_RS09120",166.794683337854,-0.775534009949627,0.311135945531643,-2.49258891840497,0.0126815573203796,0.347786792912918
"gene-LEPBI_RS10200",569.141063745268,-0.51581494790038,0.207492847634444,-2.48594085907544,0.0129209436369873,0.347786792912918
"gene-LEPBI_RS12310",15.8542155339114,1.13774663529523,0.45810495852969,2.48359380118233,0.0130064074763385,0.347786792912918
"gene-LEPBI_RS06690",417.75285339976,-0.620605523587482,0.251143099974649,-2.47112313119543,0.0134689433951373,0.357247689099595
"gene-LEPBI_RS13170",97.0671658083028,0.552142277535842,0.224646536865222,2.45782679421896,0.013978057141071,0.367832023350074
"gene-LEPBI_RS09885",73.1448722644997,0.570267900629962,0.233000096977448,2.44750070076219,0.0143850845460844,0.375585566820424
"gene-LEPBI_RS05385",58.9477276026315,0.698847559067027,0.286527498394685,2.43902439724783,0.0147269739519341,0.377764167864309
"gene-LEPBI_RS10025",47.3119295752149,0.682699426050479,0.279846109364041,2.43955303721011,0.0147054438599974,0.377764167864309
"gene-LEPBI_RS13195",1996.52184556248,-0.74674868743654,0.30641500549371,-2.43704999444575,0.014807631953987,0.377764167864309
"gene-LEPBI_RS14515",341.687044276711,-0.561160757574549,0.231433451359362,-2.42471757768153,0.0153202998963185,0.384965731229297
"gene-LEPBI_RS15280",41.7354666366658,0.984537418129968,0.405691096181619,2.42681544504297,0.0152320021552574,0.384965731229297
"gene-LEPBI_RS06770",17.8161804961752,-1.13496835641219,0.468683936435509,-2.42160711767505,0.0154520462664609,0.385378646436659
"gene-LEPBI_RS04580",69.4074890183939,0.83150125825716,0.344378019493539,2.41450153955822,0.0157567563810734,0.387199116364318
"gene-LEPBI_RS17340",35.5435393079165,-1.12322444780304,0.465129798892971,-2.41486236847513,0.0157411564244195,0.387199116364318
"gene-LEPBI_RS05195",311.844992903858,-0.59909333182839,0.250221264902901,-2.39425426955966,0.0166541988395382,0.391960088181243
"gene-LEPBI_RS05355",20.4848654431107,0.929973407320353,0.387120274705248,2.4022854603222,0.0162929885420973,0.391960088181243
"gene-LEPBI_RS05810",193.614729411505,-1.06127562602673,0.442169745065205,-2.40015432505502,0.0163881610548695,0.391960088181243
"gene-LEPBI_RS06535",146.783835646653,-0.586554994590083,0.244681515555538,-2.3972182502562,0.0165200804729888,0.391960088181243
"gene-LEPBI_RS09925",77.4642556521513,0.628589448019268,0.26181738563777,2.40086977603899,0.016356156034175,0.391960088181243
"gene-LEPBI_RS16460",48.3128031381905,0.765037870147728,0.319423696007155,2.39505672156079,0.0166177943049053,0.391960088181243
"gene-LEPBI_RS00210",72.5038310398041,0.566265043506107,0.237912414566857,2.38014079482589,0.0173060243408294,0.397252854760934
"gene-LEPBI_RS04000",460.397754484225,-0.518466081978203,0.217924494990096,-2.37910879179399,0.0173545532002084,0.397252854760934
"gene-LEPBI_RS12240",112.274288164914,0.794994628368414,0.334077384803367,2.37967208955595,0.017328049942782,0.397252854760934
"gene-LEPBI_RS16550",1244.39873935813,-0.945897104293864,0.396944742953076,-2.38294402706243,0.0171748055026348,0.397252854760934
"gene-LEPBI_RS10890",9.25715458458617,1.27678020173523,0.537364091512578,2.37600580668004,0.0175011873966075,0.397884137955525
"gene-LEPBI_RS13870",100.108411765718,-0.50753976126003,0.214281163525371,-2.36856918690353,0.0178570401462893,0.40323127141148
"gene-LEPBI_RS03870",661.726755030255,-0.940462005437298,0.398205372166441,-2.36175117457784,0.0181888458160758,0.407967266559231
"gene-LEPBI_RS10870",13.7196177275776,1.08097737794216,0.459490421730286,2.35255693442218,0.0186448352207312,0.415406928717892
"gene-LEPBI_RS10165",492.64430464324,-0.61077717347972,0.260002460499593,-2.34912074411186,0.0188178034477691,0.416484100148638
"gene-LEPBI_RS13250",813.447025731522,-0.639014888722771,0.272409727863067,-2.34578586357968,0.0189870124018563,0.417464443730288
"gene-LEPBI_RS04240",124.365074927512,-0.816844052334064,0.34917575384115,-2.33934929143354,0.0193173636141972,0.420351143302717
"gene-LEPBI_RS15275",76.9707601881974,0.864558529760444,0.369732488630964,2.33833530010227,0.0193698611815136,0.420351143302717
"gene-LEPBI_RS10460",268.673390521168,-0.840112597032604,0.359726134603147,-2.33542274586033,0.0195213473254566,0.420905437172104
"gene-LEPBI_RS12635",362.233878364759,-0.511248750853317,0.219846909830143,-2.32547617452669,0.0200465124577482,0.425742685102822
"gene-LEPBI_RS15875",40.1640504357977,0.819505100129212,0.352203023464473,2.32679745922702,0.0199760477121089,0.425742685102822
"gene-LEPBI_RS17590",24.5829294416622,-0.83629387042786,0.35985792936559,-2.32395565633971,0.0201278708097684,0.425742685102822
"gene-LEPBI_RS16270",11.2910588988827,-1.18581914031108,0.510965346225997,-2.32074278435822,0.0203007301325721,0.426698365428025
"gene-LEPBI_RS03685",21.1083737708348,0.838929148422266,0.364233318611073,2.30327404319117,0.0212634291227179,0.428978670820626
"gene-LEPBI_RS04130",220.922734127168,-0.829198510980706,0.35892389011605,-2.31023493786553,0.0208751507562461,0.428978670820626
"gene-LEPBI_RS07325",122.456922511168,0.561541151757246,0.243680849156105,2.30441232333985,0.0211995088905189,0.428978670820626
"gene-LEPBI_RS07855",177.928307013674,-0.770050817393486,0.335007037107158,-2.29861087111185,0.0215270456876777,0.428978670820626
"gene-LEPBI_RS09255",71.8156432784917,0.552768144336881,0.239022018694514,2.31262436555419,0.0207433007027575,0.428978670820626
"gene-LEPBI_RS10180",82.3024380769168,-0.713133583606686,0.310334261048935,-2.29795312060061,0.0215644574200674,0.428978670820626
"gene-LEPBI_RS10425",15.5939477511341,-1.05990554852508,0.459434074772549,-2.30698071110595,0.0210558954467752,0.428978670820626
"gene-LEPBI_RS12885",90.8237950237336,-0.816254195549513,0.354574007906049,-2.30207002585986,0.0213312234605375,0.428978670820626
"gene-LEPBI_RS17495",148.695321978,-0.647098745260474,0.279723974477222,-2.31334745786392,0.0207035433929698,0.428978670820626
"gene-LEPBI_RS03875",140.210498629532,-0.870045744251784,0.380578821270828,-2.2861118265765,0.0222477172843409,0.436754240002988
"gene-LEPBI_RS10375",388.027971230368,0.802426090350685,0.350634244698062,2.28849892012593,0.0221084829275618,0.436754240002988
"gene-LEPBI_RS11400",151.464650336757,-0.49542157303264,0.216870597686866,-2.28441097279571,0.0223473892999734,0.436754240002988
"gene-LEPBI_RS02335",78.2304896299389,-1.04275158799103,0.458062302946236,-2.27644052192049,0.0228196566820931,0.440828281107256
"gene-LEPBI_RS17890",63.5556709223438,-0.55456418243758,0.243410982839048,-2.27830386274837,0.0227084796848179,0.440828281107256
"gene-LEPBI_RS14040",3059.95222015245,-0.58632778792191,0.258131912551416,-2.27142696974796,0.0231211433013417,0.444085407546459
"gene-LEPBI_RS15410",19.5168069928772,-0.901022140654313,0.397771507409012,-2.26517516682719,0.023501932408825,0.448819760630246
"gene-LEPBI_RS00860",48.8136289875078,-0.63779961647424,0.283907896633116,-2.24650185513665,0.0246718808488833,0.457730803095256
"gene-LEPBI_RS01760",30.1423989070999,0.819507061061939,0.365583394912463,2.24164191390083,0.0249845247770012,0.457730803095256
"gene-LEPBI_RS06950",472.525316181424,-0.620204256883332,0.276594314481424,-2.24228852298041,0.024942731035462,0.457730803095256
"gene-LEPBI_RS10370",398.799346036202,0.843992935061209,0.375697701422747,2.24646818935824,0.0246740348842854,0.457730803095256
"gene-LEPBI_RS10965",20.224507850698,0.862045876000171,0.384915526192345,2.23957158737577,0.0251187489956722,0.457730803095256
"gene-LEPBI_RS11975",30.1811284798047,-0.826292774860345,0.36907419807044,-2.23882563229912,0.0251672637959953,0.457730803095256
"gene-LEPBI_RS14250",37.8671009341603,-0.67150553794202,0.300006363993974,-2.23830431128957,0.0252012171662259,0.457730803095256
"gene-LEPBI_RS15750",72.450826717014,0.667873992956823,0.296584924888319,2.25188112041876,0.0243297855171829,0.457730803095256
"gene-LEPBI_RS17950",9.59691206776602,1.38309168325484,0.615964387576392,2.24540851898408,0.0247419190265723,0.457730803095256
"gene-LEPBI_RS02210",117.011564028982,-0.580040275726326,0.259804868619836,-2.23259971534668,0.0255753528977616,0.457787325910997
"gene-LEPBI_RS12765",1623.65940175098,-0.720716333349998,0.322480590563933,-2.23491383493703,0.0254230061040036,0.457787325910997
"gene-LEPBI_RS13375",56.0744441026248,0.805675052356393,0.361086368124752,2.23125302830053,0.0256643731679788,0.457787325910997
"gene-LEPBI_RS17540",350.493947864319,-0.572630424663557,0.256793280226162,-2.22992760620228,0.0257522493331141,0.457787325910997
"gene-LEPBI_RS02190",235.74262412936,-0.507597527217789,0.229434764381703,-2.21238280338945,0.0269402260770443,0.46397188537071
"gene-LEPBI_RS02660",86.5693969160477,0.579162190882197,0.261949863781676,2.21096580284884,0.0270382052546414,0.46397188537071
"gene-LEPBI_RS05805",204.334774628148,-0.924576166619691,0.417048099195608,-2.21695331642319,0.0266262818098757,0.46397188537071
"gene-LEPBI_RS07240",177.15597686553,-0.51348930336169,0.231741621872199,-2.21578367844888,0.0267063207900668,0.46397188537071
"gene-LEPBI_RS09930",37.5159901748941,0.761765936258001,0.344075286322926,2.21395132559174,0.0268321274523617,0.46397188537071
"gene-LEPBI_RS14025",20.6308273336251,0.895909449971392,0.403477882664008,2.22046731299384,0.026387062145378,0.46397188537071
"gene-LEPBI_RS16545",367.350120266833,-0.926837537480368,0.419292709752618,-2.21047854141609,0.0270719681769265,0.46397188537071
"gene-LEPBI_RS13810",10.1674053854375,1.16024201141023,0.525359692029841,2.20847169855644,0.0272114085665527,0.46398228280316
"gene-LEPBI_RS09130",3387.9783286699,-1.17555732555999,0.532864405697743,-2.206109683796,0.0273763208464704,0.464424691720325
"gene-LEPBI_RS00350",64.720268621682,-0.569391829795166,0.258488023646206,-2.20277837929735,0.0276103727581428,0.466029625038956
"gene-LEPBI_RS04810",138.31983310947,-0.444399494953891,0.202050723257615,-2.19944520756444,0.0278462811278409,0.467649605674595
"gene-LEPBI_RS03435",94.8253608862005,0.684107771355665,0.312399501961103,2.18984911006946,0.028535181731324,0.476822886730423
"gene-LEPBI_RS00065",87.6689078273201,0.524844541483604,0.241876890470295,2.16988295352697,0.0300157140132007,0.47999722506751
"gene-LEPBI_RS01180",356.457691763053,-0.772781296824206,0.355018742067322,-2.17673380375413,0.0295004345922489,0.47999722506751
"gene-LEPBI_RS04590",49.5670527510047,0.609593663401019,0.280892987976963,2.17019893515823,0.0299917787242354,0.47999722506751
"gene-LEPBI_RS06085",22.2359890493377,1.01204174470169,0.466267375505832,2.1705180286392,0.0299676243667796,0.47999722506751
"gene-LEPBI_RS06660",29.0088559286867,0.673004666056807,0.308453142488702,2.18187002611412,0.0291191265763316,0.47999722506751
"gene-LEPBI_RS07865",75.8729067505264,0.722186966994101,0.333117560364799,2.16796426523787,0.0301614055248884,0.47999722506751
"gene-LEPBI_RS19135",20.8986605536973,1.00065218315794,0.461275607287293,2.16931519323697,0.0300587625366823,0.47999722506751
"gene-LEPBI_RS16040",169.966033722818,-0.579145315289792,0.265573740005799,-2.1807326103746,0.0292031995539111,0.47999722506751
"gene-LEPBI_RS16980",172.049169127636,-0.396548883293569,0.182797521792516,-2.16933402272089,0.0300573340038092,0.47999722506751
"gene-LEPBI_RS17655",47.2231214612474,0.634288921903909,0.292353671348345,2.16959451536404,0.0300375772446241,0.47999722506751
"gene-LEPBI_RS14780",50.6111001286052,1.17069421896824,0.543483887411154,2.15405506232164,0.0312358540699338,0.494740399534211
"gene-LEPBI_RS11325",87.2553356174575,-0.609335040559045,0.283344228249678,-2.15051156793676,0.031514771962617,0.496803622165406
"gene-LEPBI_RS12880",409.168172566485,0.472944922649206,0.220126769612859,2.14851162119438,0.0316731341972943,0.496955936560363
"gene-LEPBI_RS03215",577.435098824825,-0.372599389480575,0.173691049966426,-2.14518473780081,0.0319380793902827,0.498164447967747
